"ICD10"	"meaning"	"node_id"	"parent_id"	"selectable"	"phecode"	"description"	"group"	"groupnum"	"added"	"sex"	"rollup"	"leaf"
"B90.1"	"B90.1 Sequelae of genito-urinary tuberculosis"	1161	1159	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"B90.2"	"B90.2 Sequelae of tuberculosis of bones and joints"	1162	1159	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"B90.8"	"B90.8 Sequelae of tuberculosis of other organs"	1163	1159	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"B90.9"	"B90.9 Sequelae of respiratory and unspecified tuberculosis"	1164	1159	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"K67.3"	"K67.3 Tuberculous peritonitis"	5149	5145	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M01.1"	"M01.1 Tuberculous arthritis"	5753	5741	"N"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M01.10"	"M01.10 Tuberculous arthritis (Multiple sites)"	5754	5753	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M01.11"	"M01.11 Tuberculous arthritis (Shoulder region)"	5755	5753	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M01.12"	"M01.12 Tuberculous arthritis (Upper arm)"	5756	5753	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M01.13"	"M01.13 Tuberculous arthritis (Forearm)"	5757	5753	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M01.14"	"M01.14 Tuberculous arthritis (Hand)"	5758	5753	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M01.15"	"M01.15 Tuberculous arthritis (Pelvic region and thigh)"	5759	5753	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M01.16"	"M01.16 Tuberculous arthritis (Lower leg)"	5760	5753	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M01.17"	"M01.17 Tuberculous arthritis (Ankle and foot)"	5761	5753	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M01.18"	"M01.18 Tuberculous arthritis (Other)"	5762	5753	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M01.19"	"M01.19 Tuberculous arthritis (Site unspecified)"	5763	5753	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M49.0"	"M49.0 Tuberculosis of spine"	7665	7664	"N"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M49.00"	"M49.00 Tuberculosis of spine (Multiple sites in spine)"	7666	7665	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M49.01"	"M49.01 Tuberculosis of spine (Occipito-atlanto-axial region)"	7667	7665	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M49.02"	"M49.02 Tuberculosis of spine (Cervical region)"	7668	7665	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M49.03"	"M49.03 Tuberculosis of spine (Cervicothoracic region)"	7669	7665	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M49.04"	"M49.04 Tuberculosis of spine (Thoracic region)"	7670	7665	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M49.05"	"M49.05 Tuberculosis of spine (Thoracolumbar region)"	7671	7665	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M49.06"	"M49.06 Tuberculosis of spine (Lumbar region)"	7672	7665	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M49.07"	"M49.07 Tuberculosis of spine (Lumbosacral region)"	7673	7665	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M49.08"	"M49.08 Tuberculosis of spine (Sacral and sacrococcygeal region)"	7674	7665	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M49.09"	"M49.09 Tuberculosis of spine (Site unspecified)"	7675	7665	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M90.0"	"M90.0 Tuberculosis of bone"	9776	9775	"N"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M90.00"	"M90.00 Tuberculosis of bone (Multiple sites)"	9777	9776	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M90.01"	"M90.01 Tuberculosis of bone (Shoulder region)"	9778	9776	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M90.02"	"M90.02 Tuberculosis of bone (Upper arm)"	9779	9776	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M90.03"	"M90.03 Tuberculosis of bone (Forearm)"	9780	9776	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M90.04"	"M90.04 Tuberculosis of bone (Hand)"	9781	9776	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M90.05"	"M90.05 Tuberculosis of bone (Pelvic region and thigh)"	9782	9776	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M90.06"	"M90.06 Tuberculosis of bone (Lower leg)"	9783	9776	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M90.07"	"M90.07 Tuberculosis of bone (Ankle and foot)"	9784	9776	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M90.08"	"M90.08 Tuberculosis of bone (Other)"	9785	9776	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"M90.09"	"M90.09 Tuberculosis of bone (Site unspecified)"	9786	9776	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"N33.0"	"N33.0 Tuberculous cystitis"	10369	10368	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"N74.1"	"N74.1 Female tuberculous pelvic inflammatory disease"	10493	10491	"Y"	"010"	"Tuberculosis"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A30"	"A30 Leprosy [Hansen's disease]"	453	26	"N"	"031"	"Diseases due to other mycobacteria"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A30.0"	"A30.0 Indeterminate leprosy"	454	453	"Y"	"031"	"Diseases due to other mycobacteria"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A30.1"	"A30.1 Tuberculoid leprosy"	455	453	"Y"	"031"	"Diseases due to other mycobacteria"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A30.2"	"A30.2 Borderline tuberculoid leprosy"	456	453	"Y"	"031"	"Diseases due to other mycobacteria"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A30.3"	"A30.3 Borderline leprosy"	457	453	"Y"	"031"	"Diseases due to other mycobacteria"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A30.4"	"A30.4 Borderline lepromatous leprosy"	458	453	"Y"	"031"	"Diseases due to other mycobacteria"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A30.5"	"A30.5 Lepromatous leprosy"	459	453	"Y"	"031"	"Diseases due to other mycobacteria"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A30.8"	"A30.8 Other forms of leprosy"	460	453	"Y"	"031"	"Diseases due to other mycobacteria"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A30.9"	"A30.9 Leprosy, unspecified"	461	453	"Y"	"031"	"Diseases due to other mycobacteria"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A31.8"	"A31.8 Other mycobacterial infections"	465	462	"Y"	"031"	"Diseases due to other mycobacteria"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A31.9"	"A31.9 Mycobacterial infection, unspecified"	466	462	"Y"	"031"	"Diseases due to other mycobacteria"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A30"	"A30 Leprosy [Hansen's disease]"	453	26	"N"	"031.1"	"Leprosy"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A30.0"	"A30.0 Indeterminate leprosy"	454	453	"Y"	"031.1"	"Leprosy"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A30.1"	"A30.1 Tuberculoid leprosy"	455	453	"Y"	"031.1"	"Leprosy"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A30.2"	"A30.2 Borderline tuberculoid leprosy"	456	453	"Y"	"031.1"	"Leprosy"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A30.3"	"A30.3 Borderline leprosy"	457	453	"Y"	"031.1"	"Leprosy"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A30.4"	"A30.4 Borderline lepromatous leprosy"	458	453	"Y"	"031.1"	"Leprosy"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A30.5"	"A30.5 Lepromatous leprosy"	459	453	"Y"	"031.1"	"Leprosy"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A30.8"	"A30.8 Other forms of leprosy"	460	453	"Y"	"031.1"	"Leprosy"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A30.9"	"A30.9 Leprosy, unspecified"	461	453	"Y"	"031.1"	"Leprosy"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A02.1"	"A02.1 Salmonella septicaemia"	298	296	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A20.7"	"A20.7 Septicaemic plague"	403	398	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A22.7"	"A22.7 Anthrax septicaemia"	418	414	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A39.2"	"A39.2 Acute meningococcaemia"	492	489	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A39.3"	"A39.3 Chronic meningococcaemia"	493	489	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A39.4"	"A39.4 Meningococcaemia, unspecified"	494	489	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A40"	"A40 Streptococcal septicaemia"	498	26	"N"	"038"	"Septicemia"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A40.0"	"A40.0 Septicaemia due to streptococcus, group A"	499	498	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A40.1"	"A40.1 Septicaemia due to streptococcus, group B"	500	498	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A40.2"	"A40.2 Septicaemia due to streptococcus, group D"	501	498	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A40.3"	"A40.3 Septicaemia due to Streptococcus pneumoniae"	502	498	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A40.8"	"A40.8 Other streptococcal septicaemia"	503	498	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A40.9"	"A40.9 Streptococcal septicaemia, unspecified"	504	498	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A41.0"	"A41.0 Septicaemia due to Staphylococcus aureus"	506	505	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A41.1"	"A41.1 Septicaemia due to other specified staphylococcus"	507	505	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A41.2"	"A41.2 Septicaemia due to unspecified staphylococcus"	508	505	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A41.3"	"A41.3 Septicaemia due to Haemophilus influenzae"	509	505	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A41.4"	"A41.4 Septicaemia due to anaerobes"	510	505	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A41.5"	"A41.5 Septicaemia due to other Gram-negative organisms"	511	505	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"rolled up PheWAS code"	"Both"	"1"	"0"
"A41.8"	"A41.8 Other specified septicaemia"	512	505	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A41.9"	"A41.9 Septicaemia, unspecified"	513	505	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"B00.7"	"B00.7 Disseminated herpesviral disease"	759	752	"Y"	"038"	"Septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A02.1"	"A02.1 Salmonella septicaemia"	298	296	"Y"	"038.1"	"Gram negative septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A20.7"	"A20.7 Septicaemic plague"	403	398	"Y"	"038.1"	"Gram negative septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A39.2"	"A39.2 Acute meningococcaemia"	492	489	"Y"	"038.1"	"Gram negative septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A39.3"	"A39.3 Chronic meningococcaemia"	493	489	"Y"	"038.1"	"Gram negative septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A39.4"	"A39.4 Meningococcaemia, unspecified"	494	489	"Y"	"038.1"	"Gram negative septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A40"	"A40 Streptococcal septicaemia"	498	26	"N"	"038.1"	"Gram negative septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A40.0"	"A40.0 Septicaemia due to streptococcus, group A"	499	498	"Y"	"038.1"	"Gram negative septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A40.1"	"A40.1 Septicaemia due to streptococcus, group B"	500	498	"Y"	"038.1"	"Gram negative septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A40.2"	"A40.2 Septicaemia due to streptococcus, group D"	501	498	"Y"	"038.1"	"Gram negative septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A40.3"	"A40.3 Septicaemia due to Streptococcus pneumoniae"	502	498	"Y"	"038.1"	"Gram negative septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A40.8"	"A40.8 Other streptococcal septicaemia"	503	498	"Y"	"038.1"	"Gram negative septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A40.9"	"A40.9 Streptococcal septicaemia, unspecified"	504	498	"Y"	"038.1"	"Gram negative septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A41.3"	"A41.3 Septicaemia due to Haemophilus influenzae"	509	505	"Y"	"038.1"	"Gram negative septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A41.5"	"A41.5 Septicaemia due to other Gram-negative organisms"	511	505	"Y"	"038.1"	"Gram negative septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A22.7"	"A22.7 Anthrax septicaemia"	418	414	"Y"	"038.2"	"Gram positive septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A40.3"	"A40.3 Septicaemia due to Streptococcus pneumoniae"	502	498	"Y"	"038.2"	"Gram positive septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A41.0"	"A41.0 Septicaemia due to Staphylococcus aureus"	506	505	"Y"	"038.2"	"Gram positive septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A41.1"	"A41.1 Septicaemia due to other specified staphylococcus"	507	505	"Y"	"038.2"	"Gram positive septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A41.2"	"A41.2 Septicaemia due to unspecified staphylococcus"	508	505	"Y"	"038.2"	"Gram positive septicemia"	"infectious diseases"	"1"	"original"	"Both"	"1"	"1"
"A15.9"	"A15.9 Respiratory tuberculosis unspecified, confirmed bacteriologically and histologically"	366	356	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A20"	"A20 Plague"	398	25	"N"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A20.0"	"A20.0 Bubonic plague"	399	398	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A20.1"	"A20.1 Cellulocutaneous plague"	400	398	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A20.2"	"A20.2 Pneumonic plague"	401	398	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A20.3"	"A20.3 Plague meningitis"	402	398	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A20.7"	"A20.7 Septicaemic plague"	403	398	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A20.8"	"A20.8 Other forms of plague"	404	398	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A20.9"	"A20.9 Plague, unspecified"	405	398	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A21"	"A21 Tularaemia"	406	25	"N"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A21.0"	"A21.0 Ulceroglandular tularaemia"	407	406	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A21.1"	"A21.1 Oculoglandular tularaemia"	408	406	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A21.2"	"A21.2 Pulmonary tularaemia"	409	406	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A21.3"	"A21.3 Gastro-intestinal tularaemia"	410	406	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A21.7"	"A21.7 Generalised tularaemia"	411	406	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A21.8"	"A21.8 Other forms of tularaemia"	412	406	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A21.9"	"A21.9 Tularaemia, unspecified"	413	406	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A22"	"A22 Anthrax"	414	25	"N"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A22.0"	"A22.0 Cutaneous anthrax"	415	414	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A22.1"	"A22.1 Pulmonary anthrax"	416	414	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A22.2"	"A22.2 Gastro-intestinal anthrax"	417	414	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A22.7"	"A22.7 Anthrax septicaemia"	418	414	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A22.8"	"A22.8 Other forms of anthrax"	419	414	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A22.9"	"A22.9 Anthrax, unspecified"	420	414	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A23"	"A23 Brucellosis"	421	25	"N"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A23.0"	"A23.0 Brucellosis due to Brucella melitensis"	422	421	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A23.1"	"A23.1 Brucellosis due to Brucella abortus"	423	421	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A23.2"	"A23.2 Brucellosis due to Brucella suis"	424	421	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A23.3"	"A23.3 Brucellosis due to Brucella canis"	425	421	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A23.8"	"A23.8 Other brucellosis"	426	421	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A23.9"	"A23.9 Brucellosis, unspecified"	427	421	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A24"	"A24 Glanders and melioidosis"	428	25	"N"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A24.0"	"A24.0 Glanders"	429	428	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A24.1"	"A24.1 Acute and fulminating melioidosis"	430	428	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A24.2"	"A24.2 Subacute and chronic melioidosis"	431	428	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A24.3"	"A24.3 Other melioidosis"	432	428	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A24.4"	"A24.4 Melioidosis, unspecified"	433	428	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A25"	"A25 Rat-bite fevers"	434	25	"N"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A25.0"	"A25.0 Spirillosis"	435	434	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A25.1"	"A25.1 Streptobacillosis"	436	434	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A25.9"	"A25.9 Rat-bite fever, unspecified"	437	434	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A26"	"A26 Erysipeloid"	438	25	"N"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A26.0"	"A26.0 Cutaneous erysipeloid"	439	438	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A26.7"	"A26.7 Erysipelothrix septicaemia"	440	438	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A26.8"	"A26.8 Other forms of erysipeloid"	441	438	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A26.9"	"A26.9 Erysipeloid, unspecified"	442	438	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A28.0"	"A28.0 Pasteurellosis"	448	447	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A28.2"	"A28.2 Extraintestinal yersiniosis"	450	447	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
"A28.8"	"A28.8 Other specified zoonotic bacterial diseases, not elsewhere classified"	451	447	"Y"	"041"	"Bacterial infection NOS"	"infectious diseases"	"1"	"original"	"Both"	"1"	"0"
