"phecode"	"description"	"sex"	"rollup"	"leaf"	"groupnum"	"group"	"color"	"phecode_exclude_range"	"phecode_exclude_phenotypes"
"208"	"Benign neoplasm of colon"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"153-153.99, 208-208.99"	" Benign and malignant neoplasm of colon"
"209"	"Neuroendocrine tumors"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"209-209.99"	"Neuroendocrine Tumors"
"210"	"Benign neoplasm of lip, oral cavity, and pharynx"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"140-149.99, 210-210.99"	"Cancer/benign neoplams of lip, oral cavity, pharynx"
"211"	"Benign neoplasm of other parts of digestive system"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"211-211.99, 150-159.99"	"Cancer/benign neoplams of digestive system"
"212"	"Benign neoplasm of respiratory and intrathoracic organs"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"212-212.99"	"Benign neoplasm of respiratory and intrathoracic organs"
"213"	"Benign neoplasm of bone and articular cartilage"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"210-229.99"	"Benign Neoplasms"
"214"	"Lipoma"	"Both"	"1"	"0"	"2"	"neoplasms"	"darkcyan"	"214-215.99"	"Lipoma and Other benign neoplasm of connective and other soft tissue"
"214.1"	"Lipoma of skin and subcutaneous tissue"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"214-215.99"	"Lipoma and Other benign neoplasm of connective and other soft tissue"
"215"	"Other benign neoplasm of connective and other soft tissue"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"214-215.99"	"Lipoma and Other benign neoplasm of connective and other soft tissue"
"216"	"Benign neoplasm of skin"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"216-217.99"	"Benign neoplasm of skin"
"216.1"	"Screening for malignant neoplasms of the skin"	"Both"	"0"	"1"	"2"	"neoplasms"	"darkcyan"	"216-217.99"	"Benign neoplasm of skin"
"217"	"Vascular hamartomas and non-neoplastic nevi"	"Both"	"1"	"0"	"2"	"neoplasms"	"darkcyan"	"216-217.99"	"Benign neoplasm of skin"
"217.1"	"Nevus, non-neoplastic"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"216-217.99"	"Benign neoplasm of skin"
"218"	"Benign neoplasm of uterus"	"Female"	"1"	"0"	"2"	"neoplasms"	"darkcyan"	"217-223.99, 180-184.99"	" benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer"
"218.1"	"Uterine leiomyoma"	"Female"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"217-223.99, 180-184.99"	" benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer"
"218.2"	"Other benign neoplasm of uterus"	"Female"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"217-223.99, 180-184.99"	" benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer"
"220"	"Benign neoplasm of ovary"	"Female"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"174-184.99, 217-221.99"	""
"221"	"Benign neoplasm of other female genital organs"	"Female"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"217-223.99, 174-184.99"	"Cancer/benign neoplasm of female genital organs"
"222"	"Benign neoplasm of male genital organs"	"Male"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"185-187.99, 222-222.99"	" cancer/benign neoplasm of male genital organs"
"223"	"Benign neoplasm of kidney and other urinary organs"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"210-229.99"	"Benign Neoplasms"
"224"	"Benign neoplasm of eye"	"Both"	"1"	"0"	"2"	"neoplasms"	"darkcyan"	"224-225.99, 190-192.99"	" cancer/benign neoplasm of eye, brain, nervous system"
"224.1"	"Benign neoplasm of eye, uveal"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"224-225.99, 190-192.99"	" cancer/benign neoplasm of eye, brain, nervous system"
"225"	"Benign neoplasm of brain and other parts of nervous system"	"Both"	"1"	"0"	"2"	"neoplasms"	"darkcyan"	"224-225.99, 190-192.99"	" cancer/benign neoplasm of eye, brain, nervous system"
"225.1"	"Benign neoplasm of brain, cranial nerves, meninges"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"224-225.99, 190-192.99"	" cancer/benign neoplasm of eye, brain, nervous system"
"225.2"	"Benign neoplasm of spinal cord, meninges"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"224-225.99, 190-192.99"	" cancer/benign neoplasm of eye, brain, nervous system"
"226"	"Benign neoplasm of thyroid glands"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"193-194.99, 226-227.99"	" Cancer/benign tumor of thyroid gland, other endocrine glands"
"227"	"Benign neoplasm of other endocrine glands and related structures"	"Both"	"1"	"0"	"2"	"neoplasms"	"darkcyan"	"193-194.99, 226-227.99"	" Cancer/benign tumor of thyroid gland, other endocrine glands"
"227.1"	"Benign neoplasm of adrenal gland"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"193-194.99, 226-227.99"	" Cancer/benign tumor of thyroid gland, other endocrine glands"
"227.2"	"Benign neoplasm of parathyroid gland"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"193-194.99, 226-227.99"	" Cancer/benign tumor of thyroid gland, other endocrine glands"
"227.3"	"Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"193-194.99, 226-227.99"	" Cancer/benign tumor of thyroid gland, other endocrine glands"
"228"	"Hemangioma and lymphangioma, any site"	"Both"	"1"	"0"	"2"	"neoplasms"	"darkcyan"	"228-228.99"	"Hemangioma and lymphangioma any site"
"228.1"	"Hemangioma of skin and subcutaneous tissue"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"228-228.99"	"Hemangioma and lymphangioma any site"
"229"	"Benign neoplasm of unspecified sites"	"Both"	"1"	"0"	"2"	"neoplasms"	"darkcyan"	"229-229.99"	"Benign neoplasm of other and unspecified sites"
"229.1"	"Benign neoplasm of lymph nodes"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"229-229.99"	"Benign neoplasm of other and unspecified sites"
"230"	"Kaposi's sarcoma"	"Both"	"1"	"1"	"2"	"neoplasms"	"darkcyan"	"230-230.99"	" Kaposi's sarcoma"
"240"	"Simple and unspecified goiter"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"241"	"Nontoxic nodular goiter"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"241.1"	"Nontoxic uninodular goiter"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"241.2"	"Nontoxic multinodular goiter"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"242"	"Thyrotoxicosis with or without goiter"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"242.1"	"Graves' disease"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"242.2"	"Toxic multinodular goiter"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"242.3"	"Exophthalmos"	"Both"	"0"	"0"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"242.31"	"Thyrotoxic exophthalmos"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"244"	"Hypothyroidism"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"244.1"	"Secondary hypothyroidism"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"244.2"	"Acquired hypothyroidism"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"244.3"	"Iodine hypothyroidism"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"244.4"	"Hypothyroidism NOS"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"244.5"	"Congenital hypothyroidism"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"245"	"Thyroiditis"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"245.1"	"Thyroiditis, acute and subacute"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"245.2"	"Chronic thyroiditis"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"245.21"	"Chronic lymphocytic thyroiditis"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"246"	"Other disorders of thyroid"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"246.2"	"Thyroid cyst"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"246.7"	"Abnormal results of function study of thyroid"	"Both"	"0"	"1"	"3"	"endocrine/metabolic"	"brown"	"240-246.99"	"DISORDERS OF THYROID GLAND"
"249"	"Secondary diabetes mellitus"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250"	"Diabetes mellitus"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.1"	"Type 1 diabetes"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.11"	"Type 1 diabetes with ketoacidosis"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.12"	"Type 1 diabetes with renal manifestations"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.13"	"Type 1 diabetes with ophthalmic manifestations"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.14"	"Type 1 diabetes with neurological manifestations"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.15"	"Diabetes type 1 with peripheral circulatory disorders"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.2"	"Type 2 diabetes"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.21"	"Type 2 diabetes with ketoacidosis"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.22"	"Type 2 diabetes with renal manifestations"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.23"	"Type 2 diabetes with ophthalmic manifestations"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.24"	"Type 2 diabetes with neurological manifestations"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.25"	"Diabetes type 2 with peripheral circulatory disorders"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.3"	"Insulin pump user"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.4"	"Abnormal glucose"	"Both"	"0"	"0"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.41"	"Impaired fasting glucose"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.42"	"Other abnormal glucose"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.5"	"Glycosuria or Acetonuria"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.6"	"Polyneuropathy in diabetes"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"249-250.99"	"DIABETES"
"250.7"	"Diabetic retinopathy"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"250.70-250.79,360-365.99"	" diabetic retinopathy and degenerative disorders of the eye"
"251"	"Other disorders of pancreatic internal secretion"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"251.1"	"Hypoglycemia"	"Both"	"0"	"1"	"3"	"endocrine/metabolic"	"brown"	"249-259.99"	"Endocrine disorders and DM"
"251.8"	"Abnormality of secretion of glucagon or gastrin"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"252"	"Disorders of parathyroid gland"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"252.1"	"Hyperparathyroidism"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"252.2"	"Hypoparathyroidism"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"253"	"Disorders of the pituitary gland and its hypothalamic control"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"253.1"	"Pituitary hyperfunction"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"253.11"	"Acromegaly and gigantism"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"253.2"	"Pituitary hypofunction"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"253.3"	"Diabetes insipidus"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"253.4"	"Anterior pituitary disorders"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"253.5"	"Pituitary dwarfism"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"253.7"	"Other disorders of neurohypophysis"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"254"	"Diseases of thymus gland"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"255"	"Disorders of adrenal glands"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"255.1"	"Adrenal hyperfunction"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"255.11"	"Cushing's syndrome"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"255.12"	"Hyperaldosteronism"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"255.13"	"Medulloadrenal hyperfunction"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"255.2"	"Adrenal hypofunction"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"255.21"	"Glucocorticoid deficiency"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"255.22"	"Mineralocorticoid deficiency"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"255.3"	"Adrenogenital disorders"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"256"	"Ovarian dysfunction"	"Female"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"256.1"	"Hyperestrogenism"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"256.4"	"Polycystic ovaries"	"Female"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"257"	"Testicular dysfunction"	"Male"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"257.1"	"Testicular hypofunction"	"Male"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"258"	"Iatrogenic endocrine disorders"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"258.1"	"Postablative ovarian failure"	"Female"	"0"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"259"	"Other endocrine disorders"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"259.1"	"Nonspecific abnormal results of other endocrine function study"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"259.2"	"Carcinoid syndrome"	"Both"	"0"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"259.3"	"Delay in sexual development and puberty NEC"	"Both"	"0"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"259.4"	"Precocious sexual development and puberty NEC"	"Both"	"0"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"259.8"	"Polyglandular activity in multiple endocrine adenomatosis"	"Both"	"0"	"1"	"3"	"endocrine/metabolic"	"brown"	"251-259.99"	"Other endocrine disorders"
"260"	"Protein-calorie malnutrition"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"260.1"	"Cachexia"	"Both"	"0"	"1"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"260.2"	"severe protein-calorie malnutrition"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"260.21"	"Kwashiorkor"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"260.22"	"Nutritional marasmus"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"260.3"	"Adult failure to thrive"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"260.6"	"Anorexia"	"Both"	"0"	"1"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"260.7"	"Polyphagia"	"Both"	"0"	"1"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"261"	"Vitamin deficiency"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"261.1"	"Vitamin A deficiency"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"261.2"	"Vitamin B-complex deficiencies"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"261.3"	"Vitamin C deficiencies"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"261.4"	"Vitamin D deficiency"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"261.41"	"Rickets or osteomalacia"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"262"	"Mineral deficiency NEC"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"263"	"Other nutritional deficiency"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"264"	"Lack of normal physiological development"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"264.1"	"Short stature"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"264.2"	"Failure to thrive (childhood)"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"264.3"	"Delayed milestones"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"264.9"	"Lack of normal physiological development, unspecified"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"260-264.99"	"Nutritional deficiencies"
"269"	"Proteinuria"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"269-270.99"	" Disorders of amino-acid transport/metabolism"
"270"	"Disorders of protein plasma/amino-acid transport and metabolism"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"269-270.99"	" Disorders of amino-acid transport/metabolism"
"270.1"	"Disturbances of amino-acid transport"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"269-270.99"	" Disorders of amino-acid transport/metabolism"
"270.11"	"Disturbances of sulphur-bearing amino-acid metabolism"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"269-270.99"	" Disorders of amino-acid transport/metabolism"
"270.12"	"Phenylketonuria [PKU]"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"269-270.99"	" Disorders of amino-acid transport/metabolism"
"270.2"	"Disorders of amino-acid metabolism"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"269-270.99"	" Disorders of amino-acid transport/metabolism"
"270.21"	"Disorders of urea cycle metabolism"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"269-270.99"	" Disorders of amino-acid transport/metabolism"
"270.3"	"Disorders of plasma protein metabolism"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"269-270.99"	" Disorders of amino-acid transport/metabolism"
"270.31"	"Polyclonal hypergammaglobulinemia"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"269-270.99"	" Disorders of amino-acid transport/metabolism"
"270.32"	"Paraproteinemia"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"269-270.99"	" Disorders of amino-acid transport/metabolism"
"270.33"	"Amyloidosis"	"Both"	"0"	"1"	"3"	"endocrine/metabolic"	"brown"	"269-270.99"	" Disorders of amino-acid transport/metabolism"
"270.34"	"Alpha-1-antitrypsin deficiency"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"269-270.99"	" Disorders of amino-acid transport/metabolism"
"270.35"	"Macroglobulinemia"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"269-270.99"	" Disorders of amino-acid transport/metabolism"
"270.38"	"Other specified disorders of plasma protein metabolism"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"269-270.99"	" Disorders of amino-acid transport/metabolism"
"271"	"Disorders of carbohydrate transport and metabolism"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"271-271.99"	"Disorders of carbohydrate transport &amp; metabolism"
"271.3"	"Intestinal disaccharidase deficiencies and disaccharide malabsorption"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"271-271.99"	"Disorders of carbohydrate transport &amp; metabolism"
"271.9"	"Other disorders of carbohydrate transport and metabolism"	"Both"	"1"	"1"	"3"	"endocrine/metabolic"	"brown"	"271-271.99"	"Disorders of carbohydrate transport &amp; metabolism"
"272"	"Disorders of lipoid metabolism"	"Both"	"1"	"0"	"3"	"endocrine/metabolic"	"brown"	"272-272.99"	"Disorders of lipoid metabolism"
